Insurance,Type,Name,Indication,Carrier,Status,TimeRequirementType,TimeRequirementValue,CompleteRule
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Mutual of Omaha (Living Promise),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Occidental Life (Family Protector Legacy Plan),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Trinity Life,Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,American Home Life (GuideStar 0-44),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Occidental Life (American Guardian),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Baltimore Life (Silver Guard),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Baltimore Life (iProvide 45-69),Decline,none,,"If Current Cancer (excluding basal/squamous cell skin cancer) diagnosed within 1 year, Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,SBLI (Living Legacy),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Royal Arcanum (Whole Life),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,American Amicable (Peace of Mind Family Plan),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Occidental Life (Golden Solution),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,American Amicable (Family Protector Family Plan),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,American Amicable (Golden Solution),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Mountain Life,Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Transamerica (Express),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Foresters (BrightFuture),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,American Amicable (Family Legacy),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Bankers Fidelity Final Expense,Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Liberty Bankers,Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), SIMPL Modified | If ""Has the prospect ever had cancer more than once?"" answered ""Yes"" , Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Royal Neighbors (Ensured Legacy),Approved,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Ensured Legacy Guaranteed Issue | No rate available for $25,000.00 at age 51."
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Senior Life (Platinum Protection),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,American Amicable (American Legacy),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,American Amicable (Peace of Mind),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Lifeshield,Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Lincoln Heritage,Approved,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Funeral Advantage Modified | No rate available for $25,000.00 at age 51."
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,American Amicable (Family Choice),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Illinois Mutual (Path Protector Plus),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,CVS (Aetna Accendo),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,American Home Life (Patriot Series),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Liberty Bankers (Home Service),Not Available,none,,Liberty Bankers (Home Service) is not available for underwriting.
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Baltimore Life (iProvide 70+),Decline,none,,"If Current Cancer (excluding basal/squamous cell skin cancer) diagnosed within 1 year, Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Americo,Not Available,none,,Americo is not available for underwriting.
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Occidental Life (Dignity Solutions),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Occidental Life (Peace of Mind Family Plan),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Transamerica (Solutions),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,American Amicable (Platinum Solution Legacy Plan),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Aflac (Final Expense),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,AIG (SIWL),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer) for Blood or Bone Marrow, Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,American Amicable (Platinum Solution Family Plan),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,American Amicable (Innovative Solutions),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Occidental Life (Senior Choice),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Pekin (Final Expense),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Modified | If ""Has the prospect ever had cancer more than once?"" answered ""Yes"" , Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,American Home Life (GuideStar 45+),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Foresters (PlanRight),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,American Amicable (Peace of Mind NC),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Occidental Life (Peace of Mind),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Sentinel,Approved,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), New Vantage III (Modified) | No rate available for $25,000.00 at age 51."
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,First Guaranty,Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,American Amicable (Family Solution),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Occidental Life (Family Choice),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,LCBA (Loyal Christian Benefit Association),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Occidental Life (Peace of Mind NC),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Standard Life,Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Occidental Life (American Legacy),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Occidental Life (Family Protector Family Plan),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,KSKJ,Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Occidental Life (Platinum Solution Legacy Plan),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Royal Neighbors (Jet Whole Life),Not Available,none,,Royal Neighbors (Jet Whole Life) is not available for underwriting.
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Aetna (Protection Series) (MT),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Royal Arcanum (Graded Benefit),Approved,none,,"No rate available for $25,000.00 at age 51."
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,American Amicable (Senior Choice),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Occidental Life (Family Legacy),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,American Amicable (Dignity Solutions),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Family Benefit Life,Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Mutual of Omaha (Children's Whole Life),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Christian Fidelity,Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Occidental Life (Innovative Choice),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Aetna (Protection Series),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Baltimore Life (aPriority 0-49),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,CVS (Aetna Accendo) (MT),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,American Amicable (American Guardian),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,UHL,Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Guarantee Trust Life,Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer) for Blood or Bone Marrow, Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Baltimore Life (aPriority 50+),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,American Amicable (Family Protector Legacy Plan),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,GPM,Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Occidental Life (Innovative Solutions),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,American Amicable (Innovative Choice),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Polish Falcons,Approved,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Graded | Not offered in TX"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Security National (Loyalty Plan),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Oxford,Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Occidental Life (Family Solution),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Leukemia,Royal Arcanum (SIWL),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Catholic Financial (Graded Whole Life),Approved,none,,
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Better Life,Approved,none,,
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Gerber,Approved,none,,
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Lafayette Life,Approved,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Graded"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Cica Life (Superior Choice),Approved,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Citizens/CICA Life (Final Expense) Guaranteed"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Fidelity Life (RAPIDecision Guaranteed Issue),Approved,none,,
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,AIG (GIWL),Approved,none,,
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Elco (Silver Eagle),Approved,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Silver Eagle Guaranteed Issue"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Occidental Life (Platinum Solution Family Plan),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Cincinnati Equitable,Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Bankers Fidelity Final Expense (MT),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Mutual of Omaha (Living Promise),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Occidental Life (Family Protector Legacy Plan),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Trinity Life,Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,American Home Life (GuideStar 0-44),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Occidental Life (American Guardian),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Baltimore Life (Silver Guard),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Baltimore Life (iProvide 45-69),Decline,none,,"If Current Cancer (excluding basal/squamous cell skin cancer) diagnosed within 1 year, Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,SBLI (Living Legacy),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Royal Arcanum (Whole Life),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,American Amicable (Peace of Mind Family Plan),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Occidental Life (Golden Solution),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,American Amicable (Family Protector Family Plan),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,American Amicable (Golden Solution),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Mountain Life,Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Transamerica (Express),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Foresters (BrightFuture),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,American Amicable (Family Legacy),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Bankers Fidelity Final Expense,Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Liberty Bankers,Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), SIMPL Modified | If ""Has the prospect ever had cancer more than once?"" answered ""Yes"" , Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Royal Neighbors (Ensured Legacy),Approved,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Ensured Legacy Guaranteed Issue | No rate available for $25,000.00 at age 51."
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Senior Life (Platinum Protection),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,American Amicable (American Legacy),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,American Amicable (Peace of Mind),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Lifeshield,Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Lincoln Heritage,Approved,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Funeral Advantage Modified | No rate available for $25,000.00 at age 51."
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,American Amicable (Family Choice),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Illinois Mutual (Path Protector Plus),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,CVS (Aetna Accendo),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,American Home Life (Patriot Series),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Liberty Bankers (Home Service),Not Available,none,,Liberty Bankers (Home Service) is not available for underwriting.
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Baltimore Life (iProvide 70+),Decline,none,,"If Current Cancer (excluding basal/squamous cell skin cancer) diagnosed within 1 year, Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Americo,Not Available,none,,Americo is not available for underwriting.
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Occidental Life (Dignity Solutions),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Occidental Life (Peace of Mind Family Plan),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Transamerica (Solutions),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,American Amicable (Platinum Solution Legacy Plan),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Aflac (Final Expense),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,AIG (SIWL),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer) for Blood or Bone Marrow, Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,American Amicable (Platinum Solution Family Plan),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,American Amicable (Innovative Solutions),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Occidental Life (Senior Choice),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Pekin (Final Expense),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Modified | If ""Has the prospect ever had cancer more than once?"" answered ""Yes"" , Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,American Home Life (GuideStar 45+),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Foresters (PlanRight),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,American Amicable (Peace of Mind NC),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Occidental Life (Peace of Mind),Decline,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), Decline"
FEX,Condition,Current Cancer (excluding basal/squamous cell skin cancer),Multiple Myeloma,Sentinel,Approved,permanent,,"If ever treated for Current Cancer (excluding basal/squamous cell skin cancer), New Vantage III (Modified) | No rate available for $25,000.00 at age 51."
